,code,profitscore,stablescore,profit2018,profit2019,profit2020,expectedprofit2020,survive2018,survive2019,survive2020,expectedsurvive2020
137,11290,0.0,0.0,62022656.83,48405855.16,42037935.1,52007166.27570923,94.455401662,95.795238095,97.475842697,95.81804
138,11305534,93.051186,92.318275,33872968.0,24351191.0,25767945.0,41951181.1810376,100.0,92.3,100.0,95.40531
139,11305535,88.80566,102.63709,48664661.0,20119900.0,40868505.0,46273466.01690552,100.0,97.1,96.9,96.47254
140,11305545,100.49298,103.016335,67839638.0,41825233.0,47138367.0,51934843.02996582,92.0,96.2,100.0,96.511765
141,11305555,84.707924,99.95663,46934575.0,47183262.0,40836763.0,44694424.63096313,96.3,96.2,87.0,96.19531
142,11305575,101.68333,93.27577,83953971.0,65892797.0,41722055.0,51615099.25123046,100.0,100.0,77.8,95.50434
143,11305590,94.485504,104.3625,70418436.0,66693066.0,62346889.0,56431922.84410156,93.9,93.9,93.3,96.65099
144,11305600,87.77058,91.940216,49983180.0,51679925.0,41826748.0,45887076.13308594,100.0,100.0,100.0,95.36621
145,11305606,85.81026,94.90897,81271045.0,56057730.0,54220023.0,48931287.14482422,87.5,100.0,100.0,95.673256
146,11305610,88.97153,97.86385,64579913.0,47471404.0,46676774.0,44856356.25906982,94.7,100.0,95.7,95.97887
147,11305620,88.473854,96.19945,50180127.0,40700592.0,50379957.0,46246618.45490478,100.0,94.7,88.2,95.806725
148,11305630,113.38306,105.2905,74710866.0,54233706.0,55166706.0,59482207.409873046,97.0,97.1,100.0,96.74697
149,11305645,93.99311,93.91762,84864169.0,39903200.0,34403649.0,45556554.539738774,100.0,89.5,100.0,95.570724
150,11305660,67.42587,104.81256,37846162.0,29923208.0,30766683.0,34199809.08496338,100.0,85.2,96.3,96.69754
151,11305,0.0,0.0,59620150.7,43755170.21,45269963.89,44887147.928046875,97.000374532,94.875824176,95.594117647,96.04466
152,11320511,92.13637,94.20538,82524399.0,58686748.0,93716003.0,46166321.338298336,100.0,100.0,86.7,95.60049
153,11320512,83.21221,99.98554,63040542.0,46864923.0,52561478.0,43639338.03508057,100.0,100.0,95.5,96.1983
154,11320513,85.382256,96.502045,31772557.0,34056963.0,24032017.0,45094626.550842285,90.9,100.0,100.0,95.83802
155,11320514,98.581406,97.8435,59789489.0,37873417.0,44288387.0,51252773.09825195,94.1,100.0,100.0,95.97676
156,11320515,98.1421,96.81961,89857658.0,69214906.0,60776532.0,57240622.7084143,100.0,100.0,94.7,95.870865
157,11320521,89.68192,100.22883,61962294.0,68911497.0,70912623.0,55585806.59248291,100.0,90.0,100.0,96.223465
158,11320522,92.47129,93.591644,31337536.0,15328720.0,19615930.0,37949147.803205565,92.3,92.9,100.0,95.53701
159,11320660,81.80777,96.871025,58834495.0,43898218.0,48306808.0,44233818.97903809,94.4,94.1,100.0,95.87618
160,11320670,95.73009,94.54796,57167541.0,50070186.0,53082060.0,52327439.221475825,71.4,83.3,100.0,95.63592
161,11320680,94.953766,94.73023,45824107.0,36744046.0,25366072.0,42206500.355878904,100.0,100.0,100.0,95.65477
162,11320681,92.59513,93.13185,75750321.0,72693518.0,56803029.0,53724217.18345459,100.0,100.0,100.0,95.489456
163,11320690,101.59695,101.24032,98309480.0,83781119.0,88534446.0,68490726.06841674,100.0,100.0,100.0,96.32808
164,11320700,80.42831,96.3641,88851541.0,71740883.0,54067449.0,48312610.15880493,91.7,100.0,100.0,95.82375
165,11320710,90.88547,92.746864,73209271.0,55593235.0,50847544.0,50280839.31906738,100.0,100.0,100.0,95.44964
166,11320,0.0,0.0,67059813.49,54759292.73,55441799.86,48308369.643748775,95.884474886,97.272272727,98.279310345,95.821625
167,11350560,102.71047,103.748985,48718168.0,34273160.0,34068342.0,53755414.1269751,100.0,97.3,97.0,96.58754
168,11350570,78.16983,97.05707,37449910.0,29725094.0,18417152.0,32389687.435306396,100.0,100.0,100.0,95.895424
169,11350580,95.676094,90.66125,52182379.0,11530139.0,16012427.0,42725955.37605469,100.0,100.0,100.0,95.23393
170,11350595,93.498314,109.877914,46035129.0,32965257.0,35403216.0,45974395.07779175,97.9,95.6,100.0,97.22143
171,11350600,94.92867,107.78714,66374872.0,49612349.0,29400680.0,44636563.108911134,92.7,97.3,97.4,97.00519
172,11350611,84.40014,98.01346,56591822.0,50329286.0,47424127.0,46523485.030389406,100.0,100.0,95.0,95.99434
173,11350612,103.34698,90.70514,28263165.0,0.0,0.0,77182772.23757201,100.0,100.0,100.0,95.23847
174,11350619,94.61538,94.186424,68108330.0,69943707.0,57789384.0,53607573.35877563,100.0,91.7,100.0,95.598526
175,11350621,108.06938,95.27781,63248320.0,59054801.0,36937802.0,52548831.0559497,100.0,100.0,92.3,95.7114
176,11350624,101.62369,93.7852,54384989.0,26345060.0,41389371.0,50661963.094160154,90.9,100.0,100.0,95.55703
177,11350625,94.08629,96.668976,121000000.0,97267864.0,94748961.0,55932211.767414555,100.0,100.0,100.0,95.855286
178,11350630,96.25618,102.385185,54091082.0,45546957.0,57404346.0,52092765.76108886,85.2,100.0,96.0,96.44649
179,11350640,111.55336,104.7205,130000000.0,58431331.0,86706050.0,68914638.21672241,96.0,84.4,100.0,96.68802
180,11350665,85.417725,96.54719,43406546.0,22229858.0,30968757.0,39976909.74102661,93.3,93.7,100.0,95.84269
181,11350670,89.35139,96.07338,45182682.0,39684490.0,27928994.0,41363188.509039305,91.7,92.3,100.0,95.793686
182,11350695,90.917465,101.454834,73827405.0,48031698.0,55689127.0,53246797.71786988,92.9,100.0,96.4,96.350266
183,11350700,104.070656,89.57141,88389112.0,87703938.0,30533888.0,55446249.08153442,100.0,100.0,80.0,95.121216
184,11350710,97.759094,92.53891,63105192.0,23536522.0,14280563.0,58423693.50298096,100.0,88.9,100.0,95.42813
185,11350720,101.79504,89.36398,32735135.0,11377287.0,9079070.0,57455415.02251465,100.0,100.0,100.0,95.09976
186,11350,0.0,0.0,62180063.72,42786446.63,42348536.57,49276215.306964114,96.003714286,96.345352113,98.037359551,95.92994
187,11380510,88.325615,101.63674,54243217.0,36587857.0,44548866.0,44623576.070452884,100.0,100.0,96.8,96.36908
188,11380520,85.491066,94.27295,46448386.0,28191275.0,31842571.0,38731182.32397949,84.6,100.0,78.6,95.607475
189,11380530,87.22575,102.16189,65003032.0,60170676.0,49211422.0,47184812.60766235,100.0,100.0,93.1,96.42339
190,11380551,100.13514,98.51949,55514444.0,42350938.0,51703900.0,53050888.67917237,95.2,100.0,90.0,96.04668
191,11380552,88.73682,106.158585,41367419.0,35142765.0,39718673.0,44757627.14738892,94.1,100.0,100.0,96.836754
192,11380560,81.71613,99.93317,59621074.0,55099619.0,47561115.0,40715187.51316528,100.0,95.5,95.7,96.19289
193,11380570,95.78046,106.434845,74305258.0,56196452.0,49000191.0,51543178.65842773,93.9,97.1,91.7,96.865326
194,11380580,92.51843,101.01997,68752411.0,52472021.0,65676956.0,53045876.74027832,96.3,96.0,96.0,96.30529
195,11380590,99.419846,91.18374,10179624.0,9294491.0,7373322.0,61138814.20954712,75.0,100.0,100.0,95.28797
196,11380600,90.31187,105.8627,91070231.0,73576518.0,74216029.0,57791887.88634887,92.9,100.0,94.1,96.80615
197,11380625,84.437256,110.67054,59876717.0,54735984.0,53787856.0,50792566.04853515,95.1,100.0,97.6,97.303406
198,11380631,95.60148,96.70195,76134577.0,53343708.0,56673734.0,52058315.97954468,90.0,95.0,94.7,95.858696
199,11380632,94.51663,92.08414,48263820.0,41932579.0,49395933.0,49488741.9313086,100.0,91.7,90.0,95.381096
200,11380640,100.35645,92.76818,62634102.0,42243338.0,66736636.0,56520737.7583313,100.0,86.7,91.7,95.45184
201,11380650,102.1054,87.99376,45243343.0,0.0,0.0,53650080.436945796,100.0,100.0,100.0,94.958046
202,11380690,92.61985,110.323395,38880534.0,9722996.0,20300684.0,39583478.284389645,96.9,97.1,100.0,97.2675
203,11380,0.0,0.0,59915608.46,45869165.28,48365171.56,44597851.78912109,95.513445378,97.784679666,94.924331551,96.1851
204,11410520,90.58536,95.35128,54699441.0,36500953.0,23695560.0,48231769.87250854,100.0,100.0,100.0,95.719
205,11410555,93.8928,90.818146,42321069.0,43464554.0,26678364.0,42115134.49372558,100.0,100.0,100.0,95.25016
206,11410565,96.06508,102.91844,74505272.0,67365831.0,59060668.0,55401000.38242675,92.6,100.0,96.9,96.50164
207,11410585,115.14151,123.5178,77828048.0,61366343.0,44665684.0,58409728.744294435,97.6,94.0,100.0,98.63214
208,11410615,92.04031,106.34123,83372158.0,68446332.0,59309545.0,54288390.814218745,97.3,94.9,97.6,96.855644
209,11410620,93.60465,95.533554,63044336.0,33462256.0,34566448.0,47417864.43567261,100.0,100.0,100.0,95.737854
210,11410640,96.357285,93.213806,91872039.0,72014712.0,44689870.0,51448064.85265381,90.9,100.0,100.0,95.49793
211,11410655,98.982765,94.24883,75391002.0,48817910.0,50828632.0,54736127.62927735,100.0,100.0,100.0,95.60498
212,11410660,87.12828,93.58301,62340083.0,54911113.0,14887698.0,36363266.59293823,100.0,100.0,100.0,95.53612
213,11410685,88.41508,99.32983,53458376.0,44483260.0,34528665.0,41582517.215244144,100.0,100.0,100.0,96.130486
214,11410690,101.13205,92.677,60666779.0,53801825.0,8602820.0,38101419.12023438,100.0,100.0,88.9,95.44241
215,11410700,92.5349,99.743515,38899856.0,24177362.0,29745752.0,48169936.25222046,100.0,100.0,95.7,96.17327
216,11410710,93.451355,92.774376,75127729.0,62491147.0,43071419.0,47594262.13373535,90.0,100.0,100.0,95.452484
217,11410720,84.93078,103.256226,55114688.0,45187151.0,73624124.0,41667190.976925045,96.9,96.8,90.3,96.536575
218,11410,0.0,0.0,68259860.86,54085410.29,44975581.53,49740530.79646362,97.293197279,97.420900322,97.861656442,96.07648
219,11440555,102.45644,99.21881,63541429.0,47779367.0,33754418.0,56212243.503691405,95.5,95.7,96.0,96.119
220,11440565,84.06127,101.92362,48559722.0,36009669.0,29574652.0,38770947.52028076,93.3,100.0,96.4,96.39875
221,11440585,102.633575,101.00478,67191914.0,51462195.0,46339504.0,52596464.018225096,100.0,100.0,95.8,96.30372
222,11440590,105.446304,101.42562,47644461.0,50954476.0,43825046.0,54973240.7369104,96.6,100.0,100.0,96.347244
223,11440600,99.17508,103.841194,72922446.0,58834111.0,54872766.0,55978732.877196044,95.1,97.5,95.0,96.59708
224,11440610,107.48523,88.430016,49842795.0,45335422.0,49188461.0,55841947.70036987,100.0,90.0,100.0,95.00317
225,11440630,94.47832,95.69119,71459455.0,50850414.0,64053203.0,56534254.140649416,100.0,100.0,88.2,95.75416
226,11440655,99.34161,102.73063,71504625.0,61457079.0,58523844.0,58526891.73538208,92.7,100.0,97.1,96.482216
227,11440660,133.7359,150.84544,90178696.0,59889367.0,51572967.0,68036730.70583008,93.9,96.0,96.0,101.45852
228,11440680,105.82677,102.47835,78262960.0,66367006.0,63423430.0,60554605.72522949,96.6,89.3,96.6,96.45612
229,11440690,107.90443,100.73826,64886048.0,44234513.0,54643402.0,61805704.94886719,100.0,100.0,100.0,96.27615
230,11440700,103.28952,98.19677,53377675.0,54430556.0,58957043.0,56697093.70576905,100.0,100.0,94.4,96.0133
231,11440710,116.24994,98.80822,57812942.0,46937921.0,55341606.0,61574277.650252685,96.2,96.2,96.0,96.07654
232,11440720,101.0058,101.52949,43071951.0,41250407.0,47339793.0,52326420.45821533,96.8,96.4,92.9,96.35799
233,11440730,90.69488,106.15615,62391219.0,54068521.0,49690152.0,47412969.44015381,90.0,96.9,100.0,96.8365
